Date,^SP500-255040,^SP500-30,^SP500-35,^SP500-60
2020-04-06,-20.69336060771818,-7.837358668277483,-10.501902859323764,-17.761657765706364
2020-04-07,-19.933272339983265,-8.94540260689476,-11.33688659524459,-17.66467044676775
2020-04-08,-17.61101167324971,-7.665934787585915,-7.6080431772798,-11.567003772615603
2020-04-09,-16.026011721799836,-6.9396994479565155,-7.093111417504582,-7.016951772150004
2020-04-13,-16.77947379569601,-7.645674391077584,-8.005370294147983,-11.280256417664347
2020-04-14,-13.527720866235038,-3.7371204992313944,-4.964507372003302,-8.391664817282207
2020-04-15,-16.908365403392256,-5.2410126355437185,-5.462632609001938,-11.883272644138898
2020-04-16,-16.952555013592242,-4.4836067234458765,-3.3852684624113283,-12.406172828146488
2020-04-17,-12.988589640265102,-3.0467355983061495,-1.3877019730796247,-9.585053464637594
2020-04-20,-14.76803286735996,-5.068019287517,-2.1554801261586376,-12.962809130590692
2020-04-21,-17.088081805892262,-7.220215576326005,-5.226592738474711,-14.3628226559237
2020-04-22,-15.729190604578601,-6.222823840798563,-3.707832700961,-12.73087733790561
2020-04-23,-16.101875797256092,-7.178144339820691,-3.244151094228709,-13.768235633178294
2020-04-24,-12.935562108025122,-6.1417822547652605,-1.8497121562532914,-13.519438998528233
2020-04-27,-10.449795388169091,-5.8347754201630515,-0.5594449479223385,-10.926036825839846
2020-04-28,-9.69707055700666,-5.4217867367834955,-2.6771385966973926,-10.904950947503622
2020-04-29,-7.424151208844321,-5.806724758518422,-1.9572369871472706,-10.592896677844909
2020-04-30,-9.464326622266672,-6.874247904119057,-2.3873260565909105,-11.187483700590306
2020-05-01,-10.566162860156558,-7.972941622188124,-4.415131981961751,-14.063425060872037
2020-05-04,-9.384048081172946,-7.968271267875638,-4.3454141367158865,-14.076075300972446
2020-05-05,-8.036943772834293,-7.846708888825682,-2.2882096141513597,-13.536310274999874
2020-05-06,-8.429507547027992,-8.85969066654897,-3.248345034323652,-15.13030487271677
2020-05-07,-7.011699862369369,-9.23682891122436,-3.2920276377575997,-14.409209014460721
2020-05-08,-4.89861833519083,-7.175024428996868,-2.77037942135111,-12.810999814879242
2020-05-11,-4.794028765413316,-7.355808042159884,-1.1155367945951733,-13.86944398848815
2020-05-12,-6.862920682391871,-8.159955545075526,-2.5897733898294972,-17.52972597302127
2020-05-13,-8.453818575711768,-8.99527362045961,-3.660796996277549,-18.858059094123124
2020-05-14,-7.152378363040624,-9.280469615064835,-2.6258986977867327,-18.782151219014064
2020-05-15,-4.883882471280798,-8.593195113040174,-1.916917739095092,-19.14059184720981
2020-05-18,-1.8597217681885825,-7.072172002966582,-0.9971015669749672,-15.151384316546324
2020-05-19,-3.167050931964721,-8.699176961817523,-2.1924462729613126,-16.724299470433667
2020-05-20,-3.102973749483484,-7.706455580602567,-2.072319113517962,-16.015853852278017
2020-05-21,-1.0215576967961604,-8.669566344760993,-2.866983601386608,-16.46706719754778
2020-05-22,-0.898555040204907,-8.367229864471259,-2.683014214483226,-14.62426953067416
2020-05-26,0.19444327564499542,-7.8794394167060355,-2.871177541481551,-11.921229798946765
2020-05-27,2.690522403008533,-6.4456786904668935,-1.8513938339441705,-10.032045773536124
2020-05-28,1.7625046257486066,-5.74594356899345,-0.6165707187510971,-8.914565001289798
2020-05-29,2.4577784682685344,-5.593210617475053,0.6459795700770377,-9.644090063275012
2020-06-01,2.2670214062923133,-5.007247609915266,-0.36624684198361956,-7.742262232270636
2020-06-02,3.898422696143422,-4.817113776204041,0.23941348004126173,-7.13502496942483
2020-06-03,4.384526389873367,-4.622309588180329,0.03948866333900458,-4.90427802679676
2020-06-04,2.9924952286009887,-5.184901800331221,-0.7669373142335734,-6.620560423653066
